ESTU_CONSECUTIVO;ESTU_GENERO;ESTU_CODIGO_RESIDE_MCPIO;ESTU_RESIDE_MPIO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;DESEMP_INGLES;COLE_CODIGO_COLEGIO_FK
SABER1120121045415;F;13001;CARTAGENA;41;40;45;30;45;35;46;43;A1;
SABER1120121045416;M;13001;CARTAGENA;44;47;34;34;42;40;29;43;A1;
SABER1120121045417;F;13001;CARTAGENA;46;40;52;44;49;48;45;43;A1;
SABER1120121045418;F;13001;CARTAGENA;50;43;45;34;39;44;44;42;A-;
SABER1120121045419;F;13001;CARTAGENA;44;40;49;33;47;35;37;39;A-;
SABER1120121045420;M;13001;CARTAGENA;50;49;49;32;48;44;44;37;A-;
SABER1120121045421;M;13001;CARTAGENA;41;29;36;26;36;37;44;31;A-;
SABER1120121045422;F;13001;CARTAGENA;50;40;44;43;42;45;39;46;A1;
SABER1120121045423;M;13001;CARTAGENA;48;44;44;29;33;43;39;47;A1;
SABER1120121045424;F;13430;MAGANGUE;39;43;44;37;39;43;42;35;A-;
SABER1120121045425;M;68081;BARRANCABERMEJA;57;51;46;39;53;50;50;63;B1;
SABER1120121045426;F;13001;CARTAGENA;54;49;34;41;37;50;44;57;A2;
SABER1120121045427;M;13001;CARTAGENA;44;49;44;23;47;48;24;45;A1;
SABER1120121045428;M;47001;SANTA MARTA;44;37;28;40;36;39;57;40;A-;
SABER1120121045429;M;50001;VILLAVICENCIO;38;43;28;41;40;42;40;42;A-;
SABER1120121045430;M;50001;VILLAVICENCIO;56;44;48;29;44;50;42;47;A1;
SABER1120121045431;M;50001;VILLAVICENCIO;48;43;44;29;42;39;32;33;A-;
SABER1120121045432;F;50001;VILLAVICENCIO;39;41;48;41;26;49;42;37;A-;
SABER1120121045433;F;17001;MANIZALES;56;55;51;48;42;45;49;50;A1;
SABER1120121045434;F;50001;VILLAVICENCIO;50;49;49;43;49;43;32;37;A-;
SABER1120121045435;M;50001;VILLAVICENCIO;46;62;50;43;42;45;36;45;A1;
SABER1120121045436;F;50001;VILLAVICENCIO;50;49;52;49;39;37;45;48;A1;
SABER1120121045437;M;50001;VILLAVICENCIO;63;60;51;41;46;54;54;43;A-;
SABER1120121045438;F;50001;VILLAVICENCIO;41;24;40;27;45;44;17;33;A-;
SABER1120121045439;M;11001;BOGOTÁ D.C.;66;65;57;50;51;50;62;57;A2;
SABER1120121045440;M;11001;BOGOTÁ D.C.;54;49;54;57;58;52;63;45;A1;
SABER1120121045441;M;50001;VILLAVICENCIO;44;49;51;34;39;49;47;52;A1;
SABER1120121045442;M;50001;VILLAVICENCIO;41;47;42;29;37;33;36;35;A-;
SABER1120121045443;F;50001;VILLAVICENCIO;61;51;52;49;63;57;48;40;A-;
SABER1120121045444;F;95001;SAN JOSE DEL GUAVIARE;61;49;60;41;54;45;46;51;A1;
SABER1120121045445;F;95001;SAN JOSE DEL GUAVIARE;50;37;42;44;44;41;39;33;A-;
SABER1120121045446;F;15001;TUNJA;56;65;58;41;55;56;54;57;A2;
SABER1120121045447;F;68081;BARRANCABERMEJA;52;44;46;42;51;50;42;53;A2;
SABER1120121045448;F;95001;SAN JOSE DEL GUAVIARE;48;40;49;42;42;41;39;33;A-;
SABER1120121045449;M;11001;BOGOTÁ D.C.;41;54;51;39;26;49;36;39;A-;
SABER1120121045450;F;95001;SAN JOSE DEL GUAVIARE;46;40;49;34;46;35;36;39;A-;
SABER1120121045451;F;52001;PASTO;46;57;42;52;56;59;54;51;A1;
SABER1120121045452;M;13430;MAGANGUE;44;37;36;37;39;43;42;37;A-;
SABER1120121045453;M;13430;MAGANGUE;46;40;47;37;44;41;65;35;A-;
SABER1120121045454;M;13430;MAGANGUE;50;37;36;42;46;45;48;39;A-;
SABER1120121045455;M;13430;MAGANGUE;44;47;36;34;33;37;18;40;A-;
SABER1120121045456;F;50001;VILLAVICENCIO;50;46;38;41;51;45;49;40;A-;
SABER1120121045457;M;11001;BOGOTÁ D.C.;54;51;51;42;42;46;36;43;A1;
SABER1120121045458;F;11001;BOGOTÁ D.C.;59;57;54;57;42;45;42;52;A1;
SABER1120121045459;M;11001;BOGOTÁ D.C.;50;54;44;52;46;50;39;37;A-;
SABER1120121045460;F;11001;BOGOTÁ D.C.;59;57;50;48;46;56;47;35;A-;
SABER1120121045461;M;76001;CALI;60;57;46;56;57;56;51;57;A2;
SABER1120121045462;M;76001;CALI;35;60;46;45;59;51;54;56;A2;
SABER1120121045463;M;76001;CALI;41;51;51;52;49;45;42;43;A-;
SABER1120121045464;M;76001;CALI;61;49;42;41;46;49;44;60;A2;
SABER1120121045465;M;76001;CALI;56;54;52;52;47;52;57;80;B1;
SABER1120121045466;F;76001;CALI;59;57;57;58;58;49;57;65;B1;
SABER1120121045467;F;76001;CALI;54;49;57;57;54;57;66;83;B+;
SABER1120121045468;M;76001;CALI;50;46;52;41;63;48;57;61;A2;
SABER1120121045469;F;76001;CALI;59;49;53;49;53;55;57;88;B+;
SABER1120121045470;M;76001;CALI;57;59;53;52;56;53;51;55;A2;
SABER1120121045471;M;76001;CALI;54;57;51;50;58;53;66;51;A1;
SABER1120121045472;M;76001;CALI;56;91;60;68;57;65;80;88;B+;
SABER1120121045473;F;76001;CALI;61;43;58;50;42;62;57;61;A2;
SABER1120121045474;F;76001;CALI;57;51;42;50;58;53;57;52;A1;
SABER1120121045475;F;76001;CALI;54;74;60;67;58;70;69;88;B+;
SABER1120121045476;M;5001;MEDELLIN;48;43;47;48;53;47;44;48;A1;
SABER1120121045477;F;5001;MEDELLIN;48;46;42;44;51;51;42;75;B1;
SABER1120121045478;M;5001;MEDELLIN;41;33;40;42;44;37;39;40;A-;
SABER1120121045479;M;5001;MEDELLIN;54;46;45;42;42;39;39;29;A-;
SABER1120121045480;F;5001;MEDELLIN;44;24;45;37;36;39;36;29;A-;
SABER1120121045481;F;5001;MEDELLIN;48;49;49;42;44;43;48;40;A-;
SABER1120121045482;F;5001;MEDELLIN;18;40;0;0;49;41;39;33;A-;
SABER1120121045483;M;5001;MEDELLIN;48;46;42;29;42;41;39;39;A-;
SABER1120121045484;M;5001;MEDELLIN;61;54;38;29;39;41;32;40;A-;
SABER1120121045485;M;5001;MEDELLIN;54;57;52;47;42;57;57;39;A-;
SABER1120121045486;M;5001;MEDELLIN;41;51;52;35;29;41;28;40;A-;
SABER1120121045487;F;5001;MEDELLIN;39;43;49;43;42;47;42;33;A-;
SABER1120121045488;F;5001;MEDELLIN;38;29;44;32;29;41;36;37;A-;
SABER1120121045489;F;5001;MEDELLIN;48;29;40;31;36;37;36;43;A1;
SABER1120121045490;F;5001;MEDELLIN;35;37;36;32;29;45;36;39;A-;
SABER1120121045491;F;5001;MEDELLIN;46;24;38;34;42;25;39;40;A-;
SABER1120121045492;F;5001;MEDELLIN;48;46;40;48;39;41;36;37;A-;
SABER1120121045493;M;5001;MEDELLIN;46;34;42;34;46;43;39;39;A-;
SABER1120121045494;M;5001;MEDELLIN;52;33;34;29;42;41;28;37;A-;
SABER1120121045495;F;5001;MEDELLIN;61;47;57;46;44;49;44;43;A1;
SABER1120121045496;F;5001;MEDELLIN;50;52;44;48;53;47;42;35;A-;
SABER1120121045497;F;5001;MEDELLIN;44;37;38;37;39;53;42;42;A-;
SABER1120121045498;M;5001;MEDELLIN;50;43;38;43;39;47;44;37;A-;
SABER1120121045499;F;5001;MEDELLIN;27;37;33;29;39;37;39;29;A-;
SABER1120121045500;F;5001;MEDELLIN;41;46;28;34;36;37;32;37;A-;
SABER1120121045501;F;5001;MEDELLIN;44;29;36;35;42;43;48;43;A1;
SABER1120121045502;M;5001;MEDELLIN;57;51;48;42;29;46;42;43;A1;
SABER1120121045503;F;5001;MEDELLIN;59;41;57;53;51;37;44;39;A-;
SABER1120121045504;F;5001;MEDELLIN;46;34;48;32;42;41;45;33;A-;
SABER1120121045505;M;5001;MEDELLIN;48;49;40;40;46;50;36;39;A-;
SABER1120121045506;M;5001;MEDELLIN;50;43;42;34;39;44;44;45;A1;
SABER1120121045507;F;5001;MEDELLIN;59;44;49;34;33;37;36;37;A-;
SABER1120121045508;M;5001;MEDELLIN;46;52;51;39;55;47;44;43;A-;
SABER1120121045509;M;5001;MEDELLIN;38;40;46;29;33;39;29;33;A-;
SABER1120121045510;F;5001;MEDELLIN;59;40;50;38;45;44;43;37;A-;
SABER1120121045511;M;5001;MEDELLIN;48;49;36;26;48;38;29;42;A-;
SABER1120121045512;F;5001;MEDELLIN;48;37;46;41;47;45;33;39;A-;
SABER1120121045513;M;5001;MEDELLIN;54;47;46;39;49;43;44;37;A-;
SABER1120121045514;M;5001;MEDELLIN;46;30;41;26;37;52;39;39;A-;
SABER1120121045515;F;5001;MEDELLIN;50;49;36;33;42;32;33;43;A-;
SABER1120121045516;M;5088;BELLO;39;43;45;43;51;32;39;29;A-;
SABER1120121045517;M;5686;SANTA ROSA DE OSOS;44;29;40;27;40;40;33;40;A-;
SABER1120121045518;F;5001;MEDELLIN;46;41;48;32;44;37;32;40;A-;
SABER1120121045519;F;5001;MEDELLIN;63;60;58;52;53;53;48;37;A-;
SABER1120121045520;F;13001;CARTAGENA;46;52;42;32;39;46;16;39;A-;
SABER1120121045521;M;25175;CHIA;57;71;60;46;55;52;63;88;B+;
SABER1120121045522;M;11001;BOGOTÁ D.C.;61;59;66;52;51;52;63;77;B1;
SABER1120121045523;M;11001;BOGOTÁ D.C.;59;68;50;49;51;61;62;88;B+;
SABER1120121045524;F;11001;BOGOTÁ D.C.;61;66;51;57;58;55;59;80;B1;
SABER1120121045525;F;11001;BOGOTÁ D.C.;57;52;56;47;61;51;51;88;B+;
SABER1120121045526;F;11001;BOGOTÁ D.C.;61;79;48;61;58;56;63;77;B1;
SABER1120121045527;M;11001;BOGOTÁ D.C.;66;65;50;57;66;57;81;88;B+;
SABER1120121045528;M;11001;BOGOTÁ D.C.;66;74;54;43;51;54;57;100;B+;
SABER1120121045529;M;11001;BOGOTÁ D.C.;54;43;52;43;54;50;40;83;B+;
SABER1120121045530;M;11001;BOGOTÁ D.C.;61;65;62;55;85;60;71;88;B+;
SABER1120121045531;M;11001;BOGOTÁ D.C.;57;74;53;46;60;56;57;75;B1;
SABER1120121045532;M;11001;BOGOTÁ D.C.;59;60;56;55;49;56;55;75;B1;
SABER1120121045533;M;11001;BOGOTÁ D.C.;52;65;42;36;51;52;55;88;B+;
SABER1120121045534;F;11001;BOGOTÁ D.C.;61;72;58;54;53;61;59;88;B+;
SABER1120121045535;M;11001;BOGOTÁ D.C.;61;65;64;63;66;57;66;96;B+;
SABER1120121045536;F;11001;BOGOTÁ D.C.;48;46;40;41;46;50;44;75;B1;
SABER1120121045537;F;11001;BOGOTÁ D.C.;68;57;55;58;49;54;60;80;B1;
SABER1120121045538;M;11001;BOGOTÁ D.C.;50;62;58;52;51;59;60;77;B1;
SABER1120121045539;F;11001;BOGOTÁ D.C.;54;52;62;52;53;61;59;80;B1;
SABER1120121045540;M;11001;BOGOTÁ D.C.;59;74;58;48;48;49;65;96;B+;
SABER1120121045541;M;11001;BOGOTÁ D.C.;61;62;48;49;44;51;65;83;B+;
SABER1120121045542;F;11001;BOGOTÁ D.C.;54;54;52;55;60;58;63;96;B+;
SABER1120121045543;F;11001;BOGOTÁ D.C.;69;51;62;65;66;56;52;96;B+;
SABER1120121045544;F;11001;BOGOTÁ D.C.;69;57;62;61;63;58;66;88;B+;
SABER1120121045545;M;11001;BOGOTÁ D.C.;50;35;46;37;51;47;42;75;B1;
SABER1120121045546;F;11001;BOGOTÁ D.C.;56;48;46;37;41;37;48;72;B1;
SABER1120121045547;M;11001;BOGOTÁ D.C.;60;93;53;63;61;60;74;88;B+;
SABER1120121045548;M;11001;BOGOTÁ D.C.;66;115;62;69;60;60;82;96;B+;
SABER1120121045549;F;11001;BOGOTÁ D.C.;61;54;55;52;58;61;54;88;B+;
SABER1120121045550;M;11001;BOGOTÁ D.C.;58;45;53;41;53;54;48;77;B1;
SABER1120121045551;F;11001;BOGOTÁ D.C.;59;60;52;61;48;58;54;88;B+;
SABER1120121045552;F;11001;BOGOTÁ D.C.;69;72;65;72;73;61;72;88;B+;
SABER1120121045553;F;11001;BOGOTÁ D.C.;61;54;49;46;55;60;60;96;B+;
SABER1120121045554;M;11001;BOGOTÁ D.C.;50;62;69;45;63;52;69;75;B1;
SABER1120121045555;M;11001;BOGOTÁ D.C.;50;49;57;46;66;49;47;83;B+;
SABER1120121045556;F;11001;BOGOTÁ D.C.;59;65;42;30;47;55;43;77;B1;
SABER1120121045557;M;11001;BOGOTÁ D.C.;61;74;55;60;56;55;76;88;B+;
SABER1120121045558;M;11001;BOGOTÁ D.C.;59;66;60;50;61;57;57;80;B1;
SABER1120121045559;M;11001;BOGOTÁ D.C.;54;55;55;60;53;46;57;70;B1;
SABER1120121045560;F;11001;BOGOTÁ D.C.;61;60;58;42;58;66;54;75;B1;
SABER1120121045561;F;11001;BOGOTÁ D.C.;68;75;69;63;61;66;69;96;B+;
SABER1120121045562;F;11001;BOGOTÁ D.C.;69;75;65;84;78;58;63;96;B+;
SABER1120121045563;M;11001;BOGOTÁ D.C.;61;65;54;52;49;46;57;83;B+;
SABER1120121045564;M;25175;CHIA;54;68;38;46;39;56;52;75;B1;
SABER1120121045565;F;11001;BOGOTÁ D.C.;69;62;60;60;56;70;69;83;B+;
SABER1120121045566;F;11001;BOGOTÁ D.C.;61;55;62;45;42;42;49;83;B+;
SABER1120121045567;F;11001;BOGOTÁ D.C.;52;65;58;41;66;61;66;77;B1;
SABER1120121045568;M;11001;BOGOTÁ D.C.;57;68;58;58;60;62;62;96;B+;
SABER1120121045569;F;23001;MONTERIA;38;37;36;22;36;39;42;42;A-;
SABER1120121045570;F;52001;PASTO;36;34;39;34;26;38;29;35;A-;
SABER1120121045571;F;52001;PASTO;41;57;54;46;44;50;52;42;A-;
SABER1120121045572;F;52001;PASTO;46;41;48;37;42;40;36;45;A1;
SABER1120121045573;F;11001;BOGOTÁ D.C.;52;46;44;47;44;46;48;46;A1;
SABER1120121045574;M;52356;IPIALES;57;62;64;41;58;45;54;47;A1;
SABER1120121045575;F;52356;IPIALES;54;46;48;43;44;42;29;47;A1;
SABER1120121045576;F;52356;IPIALES;50;49;51;44;53;50;54;57;A2;
SABER1120121045577;F;52001;PASTO;54;37;47;35;42;45;59;37;A-;
SABER1120121045578;M;52356;IPIALES;46;30;44;35;29;41;16;37;A-;
SABER1120121045579;M;52001;PASTO;63;54;52;48;49;48;43;35;A-;
SABER1120121045580;M;52356;IPIALES;48;33;33;35;49;45;51;40;A-;
SABER1120121045581;M;52356;IPIALES;50;44;36;37;55;40;39;47;A1;
SABER1120121045582;F;52835;TUMACO;44;52;40;33;51;55;54;42;A-;
SABER1120121045583;F;52835;TUMACO;52;51;52;48;49;37;42;31;A-;
SABER1120121045584;F;52835;TUMACO;50;46;44;39;42;43;39;37;A-;
SABER1120121045585;F;52835;TUMACO;46;40;36;26;42;39;36;31;A-;
SABER1120121045586;F;52835;TUMACO;41;33;28;31;39;41;36;45;A1;
SABER1120121045587;F;66001;PEREIRA;59;46;49;41;58;47;49;40;A-;
SABER1120121045588;F;52001;PASTO;54;46;55;36;45;52;52;46;A1;
SABER1120121045589;F;52835;TUMACO;46;47;46;40;36;53;48;42;A-;
SABER1120121045590;F;52835;TUMACO;46;57;50;37;39;54;47;43;A-;
SABER1120121045591;F;11001;BOGOTÁ D.C.;50;57;62;50;66;53;60;37;A-;
SABER1120121045592;F;52001;PASTO;56;52;46;34;36;43;36;39;A-;
SABER1120121045593;F;52835;TUMACO;39;25;31;32;26;40;29;37;A-;
SABER1120121045594;F;52001;PASTO;56;52;53;52;51;45;39;37;A-;
SABER1120121045595;F;52835;TUMACO;44;43;46;29;33;43;42;33;A-;
SABER1120121045596;F;52835;TUMACO;57;57;47;49;46;48;36;39;A-;
SABER1120121045597;F;52835;TUMACO;59;51;50;41;46;56;42;48;A1;
SABER1120121045598;F;52001;PASTO;52;40;44;44;49;45;42;26;A-;
SABER1120121045599;F;52835;TUMACO;48;49;51;42;46;48;42;35;A-;
SABER1120121045600;F;52835;TUMACO;46;49;44;45;42;44;49;40;A-;
SABER1120121045601;F;52835;TUMACO;59;52;40;36;44;41;47;40;A-;
SABER1120121045602;F;52835;TUMACO;41;40;44;41;44;41;39;42;A-;
SABER1120121045603;F;76001;CALI;35;33;48;48;37;38;37;42;A-;
SABER1120121045604;F;52835;TUMACO;41;41;39;41;47;48;40;35;A-;
SABER1120121045605;F;52835;TUMACO;54;60;55;39;53;58;57;37;A-;
SABER1120121045606;F;52835;TUMACO;52;65;52;47;53;53;54;50;A1;
SABER1120121045607;F;76001;CALI;41;34;49;36;42;38;37;45;A1;
SABER1120121045608;F;76001;CALI;54;43;36;29;39;39;39;33;A-;
SABER1120121045609;F;52001;PASTO;63;60;42;55;54;59;43;46;A1;
SABER1120121045610;F;52001;PASTO;59;57;42;34;39;50;42;43;A-;
SABER1120121045611;F;52835;TUMACO;54;59;58;41;33;45;36;56;A2;
SABER1120121045612;F;76109;BUENAVENTURA;46;43;52;40;49;50;42;57;A2;
SABER1120121045613;F;54001;CUCUTA;46;51;49;39;34;36;44;33;A-;
SABER1120121045614;M;54001;CUCUTA;56;49;51;43;39;44;29;39;A-;
SABER1120121045615;F;54498;OCAÑA;46;40;38;29;34;40;25;40;A-;
SABER1120121045616;M;54498;OCAÑA;44;44;28;26;44;49;25;42;A-;
SABER1120121045617;M;54498;OCAÑA;44;33;31;26;44;47;42;37;A-;
SABER1120121045618;F;54498;OCAÑA;36;37;42;29;37;42;44;39;A-;
SABER1120121045619;M;54498;OCAÑA;35;37;31;19;40;42;29;42;A-;
SABER1120121045620;F;54498;OCAÑA;52;40;42;29;44;45;39;39;A-;
SABER1120121045621;F;54498;OCAÑA;52;52;49;39;46;42;36;45;A1;
SABER1120121045622;M;54498;OCAÑA;46;37;38;33;47;40;37;35;A-;
SABER1120121045623;F;54498;OCAÑA;44;37;40;36;34;40;29;29;A-;
SABER1120121045624;M;54498;OCAÑA;38;49;48;33;47;40;43;43;A-;
SABER1120121045625;F;54498;OCAÑA;41;24;40;33;45;47;43;29;A-;
SABER1120121045626;F;54498;OCAÑA;52;49;44;26;34;38;36;33;A-;
SABER1120121045627;F;54498;OCAÑA;46;44;41;33;45;35;40;35;A-;
SABER1120121045628;M;54498;OCAÑA;50;51;38;41;34;42;46;31;A-;
SABER1120121045629;M;54498;OCAÑA;50;37;41;29;42;48;28;37;A-;
SABER1120121045630;F;54498;OCAÑA;44;44;42;34;44;43;39;31;A-;
SABER1120121045631;M;54498;OCAÑA;46;33;38;37;44;40;36;39;A-;
SABER1120121045632;F;11001;BOGOTÁ D.C.;61;43;49;58;53;41;36;42;A-;
SABER1120121045633;M;54001;CUCUTA;59;57;51;43;46;50;52;46;A1;
SABER1120121045634;M;54498;OCAÑA;52;37;44;23;45;45;49;37;A-;
SABER1120121045635;M;54498;OCAÑA;48;43;51;50;49;40;37;37;A-;
SABER1120121045636;M;76001;CALI;50;43;47;45;40;44;40;42;A-;
SABER1120121045637;M;76001;CALI;46;34;50;50;56;47;46;43;A1;
SABER1120121045638;M;76001;CALI;46;46;42;43;51;45;52;43;A-;
SABER1120121045639;M;52835;TUMACO;41;34;34;23;40;32;43;37;A-;
SABER1120121045640;F;76001;CALI;66;51;57;58;53;56;63;52;A1;
SABER1120121045641;M;17001;MANIZALES;46;46;49;44;56;45;39;40;A-;
SABER1120121045642;F;76111;BUGA;52;49;46;50;48;49;54;40;A-;
SABER1120121045643;M;76111;BUGA;48;49;44;29;30;41;50;37;A-;
SABER1120121045644;M;76111;BUGA;50;52;36;49;51;43;32;35;A-;
SABER1120121045645;M;76111;BUGA;61;46;49;29;39;40;42;43;A-;
SABER1120121045646;M;76111;BUGA;59;51;45;42;49;46;39;75;B1;
SABER1120121045647;M;76111;BUGA;48;40;44;39;60;47;59;37;A-;
SABER1120121045648;M;76111;BUGA;46;33;40;43;42;32;42;35;A-;
SABER1120121045649;F;76111;BUGA;46;40;40;41;39;39;39;26;A-;
SABER1120121045650;F;76520;PALMIRA;52;49;58;49;53;55;62;50;A1;
SABER1120121045651;F;76520;PALMIRA;46;59;51;42;44;50;45;47;A1;
SABER1120121045652;M;76001;CALI;48;57;40;36;39;43;50;35;A-;
SABER1120121045653;M;76001;CALI;46;55;42;42;49;46;54;37;A-;
SABER1120121045654;F;76520;PALMIRA;54;43;38;35;46;48;48;47;A1;
SABER1120121045655;F;19001;POPAYAN;63;49;53;49;49;43;45;42;A-;
SABER1120121045656;F;76001;CALI;52;47;46;39;48;56;49;26;A-;
SABER1120121045657;M;76001;CALI;63;52;55;53;46;50;44;51;A1;
SABER1120121045658;M;76001;CALI;52;47;53;43;53;47;47;43;A1;
SABER1120121045659;M;76001;CALI;52;47;41;43;48;38;33;35;A-;
SABER1120121045660;M;76001;CALI;46;54;42;38;42;38;46;43;A-;
SABER1120121045661;M;76001;CALI;46;47;42;39;37;45;39;42;A-;
SABER1120121045662;F;76001;CALI;46;29;42;50;36;41;36;40;A-;
SABER1120121045663;M;76001;CALI;54;39;42;45;51;51;57;39;A-;
SABER1120121045664;F;76001;CALI;35;42;39;45;38;40;38;37;A-;
SABER1120121045665;F;76001;CALI;31;45;39;52;43;51;38;39;A-;
SABER1120121045666;M;76001;CALI;62;60;59;60;61;67;70;80;B1;
SABER1120121045667;M;76001;CALI;54;63;55;67;61;49;57;46;A1;
SABER1120121045668;F;76001;CALI;54;60;50;52;49;49;51;57;A2;
SABER1120121045669;F;76001;CALI;48;40;44;41;47;44;54;39;A-;
SABER1120121045670;M;76001;CALI;52;46;36;32;39;47;44;43;A-;
SABER1120121045671;F;76001;CALI;48;52;51;48;56;50;52;52;A1;
SABER1120121045672;F;76001;CALI;32;49;46;29;48;45;36;29;A-;
SABER1120121045673;M;76001;CALI;50;60;40;34;42;42;44;40;A-;
SABER1120121045674;M;76001;CALI;50;49;44;45;47;45;46;46;A1;
SABER1120121045675;F;76001;CALI;54;37;51;57;53;53;57;50;A1;
SABER1120121045676;M;76001;CALI;52;57;40;41;55;40;39;42;A-;
SABER1120121045677;F;76001;CALI;59;43;46;38;47;50;52;33;A-;
SABER1120121045678;F;76001;CALI;63;40;57;44;58;55;54;53;A2;
SABER1120121045679;M;76001;CALI;46;43;53;50;53;47;52;47;A1;
SABER1120121045680;F;76001;CALI;44;57;42;31;44;50;44;40;A-;
SABER1120121045681;M;76001;CALI;56;54;52;48;58;49;50;60;A2;
SABER1120121045682;F;76001;CALI;46;37;36;33;42;40;43;39;A-;
SABER1120121045683;F;76001;CALI;63;49;52;54;49;45;45;53;A2;
SABER1120121045684;F;76001;CALI;54;40;38;49;46;50;42;59;A2;
SABER1120121045685;F;76001;CALI;50;8;42;46;39;45;47;37;A-;
SABER1120121045686;F;76001;CALI;48;43;51;33;47;48;40;29;A-;
SABER1120121045687;M;76001;CALI;46;57;57;39;44;52;57;43;A-;
SABER1120121045688;F;76001;CALI;41;46;46;42;33;48;32;33;A-;
SABER1120121045689;F;76001;CALI;68;57;53;87;54;50;46;39;A-;
SABER1120121045690;M;76001;CALI;39;34;31;31;39;52;50;33;A-;
SABER1120121045691;F;76001;CALI;56;52;60;31;55;49;36;40;A-;
SABER1120121045692;F;76001;CALI;52;52;44;33;37;47;37;46;A1;
SABER1120121045693;F;76001;CALI;56;49;53;42;42;53;39;47;A1;
SABER1120121045694;F;76001;CALI;63;54;48;54;49;43;54;40;A-;
SABER1120121045695;F;76001;CALI;50;46;50;44;49;46;54;46;A1;
SABER1120121045696;F;76001;CALI;46;51;42;45;42;45;17;43;A-;
SABER1120121045697;F;76001;CALI;54;37;51;40;46;43;39;39;A-;
SABER1120121045698;F;76001;CALI;54;51;52;43;53;52;50;39;A-;
SABER1120121045699;F;76001;CALI;59;52;58;66;49;61;54;57;A2;
SABER1120121045700;M;76001;CALI;54;40;54;53;48;49;25;37;A-;
SABER1120121045701;F;76001;CALI;50;43;54;55;53;47;50;55;A2;
SABER1120121045702;M;76001;CALI;63;54;49;48;63;55;63;75;B1;
SABER1120121045703;F;76001;CALI;46;51;40;36;47;50;63;47;A1;
SABER1120121045704;F;76001;CALI;59;51;50;44;46;53;48;50;A1;
SABER1120121045705;M;76001;CALI;56;65;52;43;58;58;52;60;A2;
SABER1120121045706;F;76001;CALI;50;54;58;49;51;57;51;50;A1;
SABER1120121045707;F;76001;CALI;63;74;54;60;56;61;63;63;B1;
SABER1120121045708;M;76001;CALI;48;54;49;39;55;54;52;31;A-;
SABER1120121045709;F;63001;ARMENIA;69;63;58;50;53;52;55;68;B1;
SABER1120121045710;F;76736;SEVILLA;56;49;60;57;58;59;52;61;A2;
SABER1120121045711;F;76736;SEVILLA;63;72;62;57;54;61;69;68;B1;
SABER1120121045712;M;76001;CALI;52;44;58;50;46;52;47;51;A1;
SABER1120121045713;M;76736;SEVILLA;54;49;54;55;46;54;60;50;A1;
SABER1120121045714;M;11001;BOGOTÁ D.C.;44;37;42;39;53;41;44;43;A-;
SABER1120121045715;F;11001;BOGOTÁ D.C.;54;51;45;37;48;54;36;45;A1;
SABER1120121045716;M;11001;BOGOTÁ D.C.;54;49;51;52;49;59;49;43;A-;
SABER1120121045717;M;11001;BOGOTÁ D.C.;48;57;55;44;61;61;76;52;A1;
SABER1120121045718;M;11001;BOGOTÁ D.C.;52;49;36;29;36;32;32;35;A-;
SABER1120121045719;M;11001;BOGOTÁ D.C.;48;40;44;17;39;32;36;35;A-;
SABER1120121045720;M;11001;BOGOTÁ D.C.;50;49;46;37;51;48;45;42;A-;
SABER1120121045721;M;11001;BOGOTÁ D.C.;26;40;38;29;39;32;28;42;A-;
SABER1120121045722;F;11001;BOGOTÁ D.C.;61;43;48;43;42;48;37;43;A1;
SABER1120121045723;M;50001;VILLAVICENCIO;59;54;53;43;42;45;52;45;A1;
SABER1120121045724;F;41001;NEIVA;63;69;57;72;58;63;57;65;B1;
SABER1120121045725;M;41001;NEIVA;50;69;57;34;53;54;72;63;B1;
SABER1120121045726;F;41298;GARZON;57;40;38;18;39;47;36;40;A-;
SABER1120121045727;M;76001;CALI;41;51;44;29;46;41;47;31;A-;
SABER1120121045728;F;76001;CALI;50;46;49;41;42;42;39;37;A-;
SABER1120121045729;F;76001;CALI;54;43;47;35;36;50;42;37;A-;
SABER1120121045730;F;76001;CALI;54;49;53;50;44;44;36;39;A-;
SABER1120121045731;F;76001;CALI;52;46;38;26;51;39;42;29;A-;
SABER1120121045732;F;76001;CALI;50;37;46;39;37;50;44;26;A-;
SABER1120121045733;M;76001;CALI;50;52;49;44;61;53;54;63;B1;
SABER1120121045734;F;76001;CALI;31;40;40;27;30;42;43;46;A1;
SABER1120121045735;F;76001;CALI;18;49;40;32;39;37;42;23;A-;
SABER1120121045736;M;68001;BUCARAMANGA;48;37;42;26;39;45;39;40;A-;
SABER1120121045737;M;76001;CALI;46;52;48;30;49;48;60;39;A-;
SABER1120121045738;M;76001;CALI;48;44;46;44;46;46;42;40;A-;
SABER1120121045739;M;76001;CALI;61;65;62;61;63;62;66;43;A1;
SABER1120121045740;M;76001;CALI;32;37;44;30;37;44;37;29;A-;
SABER1120121045741;F;76001;CALI;59;49;55;46;51;54;42;37;A-;
SABER1120121045742;M;76001;CALI;41;37;36;31;42;54;44;39;A-;
SABER1120121045743;M;76001;CALI;54;49;47;45;54;48;57;33;A-;
SABER1120121045744;F;76001;CALI;46;33;47;34;42;42;36;26;A-;
SABER1120121045745;F;76001;CALI;44;33;42;37;36;37;32;37;A-;
